274071768, Kc3,Ke3, h5,g5, Kc2,Ke2, Kc3,f3, Kd4,f2, Kc5,f1=Q, h6,Qf5  {White resigns} 0-1
274026753, Kb2,Kc4, Kc2,b3+, Kb2,Kb4, h4,gxh4, Kc1,h3, g5,hxg5, Kb1,h2  {White resigns} 0-1
274026379, Qg1,Qxg1+, Kxg1,Nxc2, Ne7+,Kh8, Rc1,Nxe3, fxe3,Rxa2, f4,exf4, exf4,Rxb2  {White resigns} 0-1
274026222, Nf3,Kg7, Ne5,d6, Nc6,Qc7, Nb4,cxb4, cxb4,Qc4+, Kg1,Qc3, Bb2,Qxb2  {White resigns} 0-1
274025823, Qe2,e5, dxc5,Nxc5, Bf5,e4, Ng5,Qe7, Red1,Qe5, g4,Qxh2+, Kf1,Qh1#  {White checkmated} 0-1
274025591, Kh1,Qh3, Bb5+,c6, Rg1,Nxg1, gxf3,Nxf3, Bxc6+,bxc6, Nf6+,gxf6, Qe2,Qxh2#  {White checkmated} 0-1
274024403, b4,Kd7, Ke4,Kc6, a3,Kb5, Kd5,Ka4, f4,Kxa3, Kc4,Ka4, Kc5,Bc3  {White resigns} 0-1
274024286, Bd2,Bxa4, Bxb4,Rxb4, Bxa4,Rxa4, Qxa4,Qxa4, Rc1,Qb3, Rb1,a4, h3,a3  {White resigns} 0-1
274022614, bxa3,bxa3, Nc5,Rb2, Kd4,a2, f7+,Kxf7, Nb3,Rxb3, Kc4,Rb6, Kd5,a1=Q  {White resigns} 0-1
274021964, Kh6,e1=Q, Kh7,Rxg7+, Kxg7,Qf2, Kg6,Ke5, Kh5,Qg2, Kh4,Kf4, Kh5,Qg5#  {White checkmated} 0-1
274021551, Kf2,Rfb8, b3,Ne8, Rhb1,Bxa1, Rxa1,Rxb3, axb3,Rxa1, Kg3,Rb1, Bg5,Nef6  {White resigns} 0-1
274020988, Kb5,Kxh4, Kxb6,Kg3, Kxa5,h5, Kb6,h4, a5,h3, a6,h2, a7,h1=Q  {White resigns} 0-1
274019558, Ke5,Nh5, g4,Ng3, Kf4,Ne2+, Ke5,Kxa4, Kxe6,c5, Kd5,Kb4, Ke4,c4  {White resigns} 0-1
274019004, g5,a5, Bd3,a4, Bf5,Rb5+, Ke4,Rxf5, h8=Q+,Kxh8, Kxf5,a3, g6,fxg6+  {White resigns} 0-1
274018079, Ke1,Nd7, Qg6+,Kd8, e4,Ne5, Qf5,Nxf3+, Bxf3,Qf4, Qxf4,gxf4, Kd2,h5  {White resigns} 0-1
274017383, Kb5,Kd5, Kb6,Rb1+, Kc7,Rb2, Kd8,Kd6, Ke8,Ke6, Kd8,Rc2, Ke8,Rc8#  {White checkmated} 0-1
274017016, Kg2,h5, Qf3,Rd4, a5,Be4, Qxe4+,Rxe4, a6,Rb4, Kf3,Rxb3+, Ke4,Rxb2  {White resigns} 0-1
274016687, Rd4,Qxc5, Rxd8,Rxd8, Qxd8+,Bf8, Qf6,Qe3+, Kb1,Qd2, Qxf7+,Bxf7, b3,Qb2#  {White checkmated} 0-1
274013566, hxg3,Rxd5, Qd3,Rg5, Rf4,Qxf4, Kh2,Qf2+, Kxh3,Rh5+, Kg4,f5+, Qxf5,Qxf5#  {White checkmated} 0-1
274012423, Kd4,f5, Kc5,Nc8, b6,Nxb6, Kd4,Nd5, Kd3,Ke5, Ke2,Ke4, Kf2,g4  {White resigns} 0-1
274012292, b4,Kc6, Kf4,Kb5, Ke5,Kxb4, c6,bxc6, Kf4,a5, Ke4,a4, Kd3,a3  {White resigns} 0-1
274012092, Qa5,Nf4, Rb4,Rc1, a4,Rxe1+, Nxe1,Ne2+, Kf1,Nexd4, Rb2,Qc7, Qb4,Qc4+  {White resigns} 0-1
274011501, c5,Rd1, Re8+,Kh7, Re1,Rxe1, g3,Rxg1+, Kxg1,Qxg3+, Kf1,Qxb3, Nxb4,Qxb4  {White resigns} 0-1
274011237, Kxe5,a4, Kd4,Kh6, Kc3,Kxh5, Kb4,Kg4, Kc3,Kf4, Kb4,Ke4, Kc5,a3  {White resigns} 0-1
274011051, Nd4,Rd6, Kc3,R8xd7, Rd1,e5, Kb4,Rxd4+, Rxd4,Rxd4+, Kc5,Kd7, c4,Rd2  {White resigns} 0-1
274010580, Bxe3,Bd5, Qc3,a5, Bg2,Bb4, Bh3,Bxc3+, bxc3,b5, Kd2,f6, gxf6,Rxf6  {White resigns} 0-1
274010484, Kd3,Kxh4, g6,hxg6, Kc2,g5, Kd3,Kg4, Ke3,Kg3, Kd3,Kf3, Kd2,g4  {White resigns} 0-1
274009832, Qa3,Bc6, Nxc6,bxc6, Bc3,O-O, f3,Nxc3, Qxc3,a4, Rad1,Ba5, Qd3,Rb8  {White resigns} 0-1
274005391, Kf2,Nd3+, Ke3,Nc5, b4,Nxa4, Kd4,Kg7, Ke5,Kf7, b5,axb5, cxb5,Ke7  {White resigns} 0-1
274004885, g4,hxg4, hxg4,a4, Kb4,Nd3+, Kxa4,Nxf4, Kb4,Nd3+, Ka4,Nxe5, Kb4,Nxg4  {White resigns} 0-1
274004578, b8=Q+,Kxb8, h4,Kb7, h5,Bh7, g4,Kb6, Kf3,Kxb5, Kf2,Kc4, Ke3,Kc3  {White resigns} 0-1
274002599, Kb1,Nd2+, Rxd2,Qxd2, Bxb5,Rxb5, Be7,Rfb8, Bxd6,Rxb3+, axb3,Rxb3+, Ka1,Qb2#  {White checkmated} 0-1
273999880, Qd3,Nc6, Rcd1,Ne5, Nxe6,Bxe6, Nd5,Nxd5, Qxd5,Bxd5, Bxd5,Qxc2, Bxb7,Rab8  {White resigns} 0-1
273995085, Rxc8+,Bxc8, Bd3,Qc6, O-O,Bh3, Re1,Ne4, Bxe4,dxe4, fxe4,Qg6+, Kh1,Qg2#  {White checkmated} 0-1
273992163, Rc7,Bc6, Rc1,Rad8, Bxa6,Re6, Bxb7,Red6, Qb3,Rd2, Bxc6,Qxf2+, Kh1,Qxg2#  {White checkmated} 0-1
273987888, Kg2,Qxb4, Qd3,Qc5, Qc2,Bxc3, Qc1,d4, R3e2,b4, Qc2,d3, Nb3,axb3  {White resigns} 0-1
273987386, b4,axb4, cxb4,h3, Ba4,Kd6, b5,h2, Bc2,h1=Q, a4,Qd5+, Kc3,Qc5+  {White resigns} 0-1
273987125, h4,c5, a4,Kb4, Kf6,f4, Kxg6,f3, h5,f2, h6,f1=Q, h7,Qg2+  {White resigns} 0-1
273986602, f6,gxf6, h5,Nc6, h6,Nxb4, f5,Nc2+, Kf4,Nxd4, c6,Nxc6, Ke3,b4  {White resigns} 0-1
273983723, Nf3,Be4, Kg2,g5, a4,g4, h4,Bxf3+, Kh2,Rd1, Rc1,Rxc1, Bxc1,Bd4  {White resigns} 0-1
273982526, dxe6,Nxe6, Bh7,Rg7, Rxe6,fxe6, Be4,hxg3, hxg3,Nc5, Bc6,Rh8, Kg2,Rgh7  {White resigns} 0-1
273981652, Kxe8,Kf5, Kf7,Kg4, Kg7,Kxh4, Kh6,Kg4, Kxh7,Kxg5, Kg7,Kf5, Kh7,g5  {White resigns} 0-1
273977754, f4,Rc8, e6,Nh6, e7,Nf5, Qf3,Nxe3, e8=Q+,Rxe8, Kh1,Qd1+, Qxd1,Nxd1  {White resigns} 0-1
273977411, Nc3,Kh8, Qd2,f4, Bc5,f3, g3,Qd7, Bd3,Qh3, Qxh6+,Bxh6, Rfe1,Qg2#  {White checkmated} 0-1
273975850, Qe2,Ne4, f4,Bh5, Qc2,Ng3+, hxg3,Qxc2, Bb8,Re7, d6,cxd6, Bxd6,Re2  {White resigns} 0-1
273975602, Kg1,Qh3, Qe8+,Kg7, Qe7+,Kg8, Qd8+,Kh7, Qc7+,Kg6, Qh7+,Kxh7, Rad1,Qg2#  {White checkmated} 0-1
273975457, Kf5,Kxb7, Kg6,Be3, Kxh6,Kc6, Kg6,Kc5, Kf5,Kb4, Ke4,Bf4, Kd5,Kxa4  {White resigns} 0-1
273975209, Bd3,Qh5, Rfe1,f3, g3,Nxd3, Qxd3,Bxd4, e5+,Bf5, Qxd4,Qh3, Ne4,Qg2#  {White checkmated} 0-1
273974736, Re7+,Kh8, Rxd7,Bxg3, hxg3,Qxg3, Rh7+,Kxh7, Qxa7+,Kh8, Qg7+,Rxg7, a4,Rh7#  {White checkmated} 0-1
273974205, fxg3,Qe7, Qe3,Kh7, c3,Bh6, Qe2,a6, Bd3,Nc6, Rad1,Rf6, Qf2,b5  {White resigns} 0-1
273974081, Rfe1,Rf8, f3,Qh4, Nb5,Qxh5, Rc7+,Kh8, Rxb7,Qxf3, Rh7+,Kxh7, Nxd6,Qg2#  {White checkmated} 0-1
273971987, Bxf5+,Qxf5, Qxc7,Rb1, Rf1,Qd3, h3,Qxf1+, Kh2,Bh4, Qxe7+,Nxe7, d6,Qg1#  {White checkmated} 0-1
273971157, Bxf3,Qf6, Re3,Rf8, Nb5,Qg5+, Kh1,Rxf3, Rc7+,Kh8, Rh7+,Kxh7, Rxf3,Qg2#  {White checkmated} 0-1
273970958, Kf5,Be3, Ke4,Bf2, Ke5,Kc5, Ke6,Kb4, c5,bxc5, a5,Kxa5, Kd6,Kb4  {White resigns} 0-1
273970693, Ke3,h4, Kf4,Rh5, Kg4,h3, Kxh5,h2, e5+,Kxe5, d6,h1=Q+, Kg5,Qd5  {White resigns} 0-1
273969390, Nd6+,Kd7, Bxg5,hxg5, Nd5,cxd5, Bb5+,Kxd6, Qe2,Qh6, exd5,Qxh2+, Kf1,Qh1#  {White checkmated} 0-1
273967604, f4,Bf6, f5,Bg5, Rc3,Nf6, Rg1,Ne4, f6,Bxf6, Rc2,Nxd2, Rxd2,Bg5  {White resigns} 0-1
273966452, f3,Ne6, Ke2,Nxd4+, Ke3,Ne6, a3,Ke5, Kd2,d4, Ke1,Kf4, Ke2,Nc5  {White resigns} 0-1
273965253, b4,e4, Bc2,exf3, Qxf3,Nf8, Bd2,Bg4, Bxh7+,N8xh7, Nxd5,cxd5, Qxg4,Nxg4  {White resigns} 0-1
273963302, exf5,Raf8, Qg4,Bf4, f3,Rxf5, h3,Rg5, Rf1,Rxg4+, fxg4,Qg5, Rg2,Qh4  {White resigns} 0-1
273962822, Qxa7,Bc4+, Ne2,Rxe4, b3,Rxe2, Bh6+,Kxh6, Rxe2,Bxe2+, Kxe2,Re4+, Kf1,Be5  {White resigns} 0-1
273962366, Kh1,Rg5, d3,Rh5, dxe4,Qg6, Qd3,Bg3+, Kg1,Rh1+, Kxh1,Qh5+, Kg1,Qh2#  {White checkmated} 0-1
273962174, b3,Ke5, Kf3,g5, a4,Nxc1, Rxc1,Rxd2, Rf1,Rd3+, Kg4,Rxb3, Rf5+,Kd4  {White resigns} 0-1
273961319, Re8+,Kg7, Re4,a5, bxa5,Bxa5, Re7+,Kg6, Re6+,Kf5, Re7,h5, Rf7+,Kg4  {White resigns} 0-1
273961165, b5,Kxf5, Kd4,Bd2, Kd5,Kf4, Ke6,Kg3, h4,Kxh4, Kf5,Kh3, Ke6,Kg3  {White resigns} 0-1
273958109, c5,Bc7, Nxd5,cxd5, c6,bxc6, Bc2,exf3, Qxf3,Re8, Bd2,Nf8, Bb4,Bg4  {White resigns} 0-1
273953906, Qd4,Rxf1+, Rxf1,Qxd4, cxd4,Bf6, Rd1,Rd8, Rb1,Rd7, Re1,Kf7, d5,Rxd5  {White resigns} 0-1
273949864, Kf3,h5, Rd3,Bg4+, Kg3,Bxe2, Rxd8+,Rxd8, h3,Bxc4, Rc1,Bd4, b3,Ba6  {White resigns} 0-1
273948563, Ra1,Kb6, Ke3,Qa8, f3,Ka7, Ra5,Qe8+, Kf2,Qc6, Ra2,Qc4, Ra5,Qd4+  {White resigns} 0-1
273947162, Rxc7,Ne5, Rbxb7,Qg5, Rc8+,Kh7, Rc2,Nxf3+, Kf1,Nxh2+, Ke1,Qg3+, Rf2,Ng4  {White resigns} 0-1
273944967, Qxb7,Qd6, c4,Rfb8, c5,Qd7, Qxa8,Rxa8, Bc3,Rb8, Rad1,f6, Rd2,e5  {White resigns} 0-1
273942189, R4d3,Rac8, Rd4,Rf8, a4,Rf2, Rc1,Rcf8, h4,Bxg2+, Kg1,Bd5, Rg4,h5  {White resigns} 0-1
273940840, Kf4,b4, Qe2,b3, Qd1,b2, g4,Qc1+, Qxc1,bxc1=Q+, Kg3,Qc4, gxh5,gxh5  {White resigns} 0-1
273940466, Rxf3,Be4, Rf1,Qh4, g3,Bxg3, h3,Qxh3, Rf8+,Rxf8, Bf3,Qh2+, Kf1,Qf2#  {White checkmated} 0-1
273940171, Kf3,Kc3, Ke2,Kc2, Kf3,d3, h4,d2, hxg5,hxg5, Ke4,d1=Q, Kf5,Qd2  {White resigns} 0-1
273939700, Kd2,Kf2, Kc2,Kxe3, Kc3,Ke2, Kb2,Kd2, Kb3,e3, b5,cxb5, c6,bxc6  {White resigns} 0-1
273938471, f3,Bxf5, fxg4,Bxg4, Bxf7+,Kxf7, Rf1+,Kg6, Nf3,Bxf3, gxf3,Rd5, Rc1,Rf8  {White resigns} 0-1
273937861, Kd3,Kg3, Ke4,Kxh3, Kf3,Kh2, Kg4,h3, Kf5,Kg3, Kf6,h2, Kxf7,h1=Q  {White resigns} 0-1
273937456, Ke4,Qf4+, Kd3,g4, Ke2,g3, Kd3,g2, Kc3,g1=Q, Kd3,Qb1+, Kc3,Qfb4#  {White checkmated} 0-1
273936803, Qf4,Re5, Rxe5,dxe5, Qc1,Qd3, a4,h6, Nh3,Qe4, f3,Qxb4, Qd1,Bc6  {White resigns} 0-1
273936473, Bxf5,Nf4, Be4,Qg3, Qd2,Re2, Qxe2,Nxe2+, Kf1,Nf4, Bd3,Qxg2+, Ke1,Nxd3+  {White resigns} 0-1
273935926, Rc1,Rxe3, Rc8+,Kf7, Kf2,Bb6, Kg2,Re2+, Kf1,Rf2+, Ke1,Rg2, Nc3,Rxg3  {White resigns} 0-1
273935366, gxf3,Rxf3, Qg6,R8f6, Qe8+,Kh7, Qc8,Nd4, Red2,Rxf2, Rxf2,Rxf2, Qxb7,Qxc2  {White resigns} 0-1
273930732, Qd6,Qe4, Rc8+,Kh7, Rc4,Qf3, Qd3+,Qxd3, Kxg2,Qxc4, a5,Qxb4, a6,Qa4  {White resigns} 0-1
273923561, Kb6,Rc6+, Kb5,Ne5, Rxg7,Nd3, Rg8+,Ka7, Rb1,Rc5+, Ka4,Bc6+, Ka3,Ra5#  {White checkmated} 0-1
273919871, Bxe6+,Kh8, Rf3,Qxf3, Bd5,Qf2+, Kh1,Bxd5+, Qxd5,e2, Bb4,Qf1+, Rxf1,exf1=Q#  {White checkmated} 0-1
273917922, Kc4,a3, Kb3,Ke5, g5,Kf5, Kxa3,Kg4, Kb4,Kxh4, Kc4,Kxg5, Kd5,Kf5  {White resigns} 0-1
273917616, Rxh2,Kxh2, Kxb2,g5, Kc3,g4, Kxc4,g3, a4,g2, a5,g1=Q, Kb5,Qb1+  {White resigns} 0-1
273916670, Kd4,b2, g6+,Kg8, Nh6+,Kg7, Nf5+,Kxg6, Kxc4,Kxf5, Kxd3,b1=Q+, Kd4,a4  {White resigns} 0-1
273915996, Qxd7,b4, Nb5,Bxb5, c4,Bxc4, h3,Qxf1+, Kh2,Bxd4, Qxc6,Be5+, f4,Bxf4+  {White resigns} 0-1
273915515, Kd2,Qxa2+, Ke3,Nf5+, Kf4,Bh6+, Kg4,Ng7, Qe7,Qd5, e3,Qh5+, Kg3,Nf5#  {White checkmated} 0-1
273913686, Bxg6,Rg3, Be4,Rxg4, Ke5,a3, Bc6,a2, Kxe6,a1=Q, Bd5,Rg6+, Kd7,Qa7+  {White resigns} 0-1
273913447, Rxe4,Nxe4, Rxe4,Kf8, Kc2,Rb8, c4,Qb6, Bb5,Qf2+, Kd3,Qxb2, Re2,Qb3+  {White resigns} 0-1
273912248, Ke3,c2, Rc7,Rxa7, Rxa7,c1=Q+, Kxd3,Qf1+, Kc3,Qxg2, Ra6+,Ke7, Ra7+,Kf8  {White resigns} 0-1
273911404, Rf1,Qxe3+, Kh1,Qxd4, Qxc6,Qd3, Re1,Rb1, Qe4+,Qxe4, Rg1,Rxg1+, Kxg1,Qe1#  {White checkmated} 0-1
273911196, Kg2,Qe2+, Kg1,Qg4+, Kf2,Rf8+, Ke1,Qe4+, Kd1,Rf1+, Kd2,Rf2+, Kd1,Qc2+  {White resigns} 0-1
273911000, Bf4,c5, Qe5,d6, Bxf7+,Rxf7, Rad1,dxe5, Rxd8+,Bxd8, Bxe5,Be6, Rd1,Bb6  {White resigns} 0-1
273909957, Na4,Ne4, Bxe4,dxe4, Bxb4,Bxb4, Nc3,Bxc3, Qc2,Bxf3, Qxc3,Qg5, b4,Qg4  {White resigns} 0-1
273909893, Kg2,Rc4, Kf3,a4, h4,a3, Ke2,a2, Kd3,Ra4, Bd4,Rxd4+, Kxd4,a1=Q+  {White resigns} 0-1
273909770, Ng3,Re5, f4,Rd5, Rxd5,exd5, Re1,cxb3, axb3,Kf7, c3,Nf5, Kf2,Nxg3  {White resigns} 0-1
273909634, Na4,Ne4, Bxe4,dxe4, Bxb4,Bxb4, Nc3,Bxc3, Qc2,Bxf3, Qxc3,Qg5, b4,Qg4  {White resigns} 0-1
273909572, h4,Kf7, g4,Ng8, h5,gxh5, g5,h4, b3,h3, f5,h2, g6+,Kf6  {White resigns} 0-1
273909184, d3,Kg5, Kf3,Re8, Kg3,Re3+, Kf2,Rxd3, h6,Kxh6, b6,Kg5, Ke2,Nc5  {White resigns} 0-1
273908942, d5,Nxd5, gxh5,gxh5, e6+,Kxe6, Kc4,g4, hxg4,hxg4, Kd4,Nf6, Ke3,Ke5  {White resigns} 0-1
273908606, c6+,Kd6, Rd4,Ra2+, Ke3,Rxg2, Rd1,Rg3+, Kf4,Rxh3, Rd4,Rh4+, Ke3,Rxd4  {White resigns} 0-1
273904261, Qg5,d6, Qxg7,Rg8, Nxd6+,Bxd6, Rxd6,Rxg7, Rxc6,Bxc6, g3,Na4, Bd4,Ke7  {White resigns} 0-1
273903940, gxf6,Nf4+, Ke1,Nhg2+, Kf1,Rh1+, Ng1,Nxe3+, Bxe3,Qh3+, Ke1,Rxg1+, Kd2,Rxd1+  {White resigns} 0-1
273903485, Qd2,Rg5, g3,Qe8, Qc3,Qh5, Qxc7,Qh3, Qc4+,Kh7, Qg8+,Kxg8, Re3,Qg2#  {White checkmated} 0-1
273902667, Kc5,a6, a5,Bxa5, h4,Bc7, g4,h6, h5,g5, Kd4,Kd6, Kc4,Kxc6  {White resigns} 0-1
273901768, Rac1,Qh4, b3,g5, Be1,Qh3, Bf2,gxf4, exf4,Bxf4, Bg3,Bxg3, hxg3,Qxg3+  {White resigns} 0-1
273901207, Kf2,Kh2, Kf3,Kh3, Kf2,g4, Kf1,Kh2, Ke2,g3, Ke3,g2, Kd4,g1=Q+  {White resigns} 0-1
273900349, g3,h5, a5,h4, b4,hxg3, hxg3,Rg7, Qb6,Rh7, b5,Qh5, bxc6,Qh2#  {White checkmated} 0-1
273899871, a4,Rd6, a5,Rf6, Qe8+,Kh7, Qe4+,g6, b4,Qxf2+, Kh1,Qf1+, Rxf1,Rxf1#  {White checkmated} 0-1
273897253, Re8+,Kg7, Rxg8+,Rxg8, Ke1,h1=Q+, Kd2,Qf4+, Ke2,Qff3+, Kd2,Bf4+, Kc2,Qxc1#  {White checkmated} 0-1
273895303, Ne2,c5, Qd2,Qc7, Ng3,Bc6, Nxe5,dxe5, Bxc5,Bxc5, Nf5,Rfe8, Kh1,Qb6  {White resigns} 0-1
273894310, Rxd8+,Nxd8, Rd1,Ndc6, f3,Re2, c4,Rxb2, Rd3,Na5, Rd6,Kf7, Rxa6,Nxb3  {White resigns} 0-1
273893995, Na4,Ne4, Bxe4,dxe4, Bxb4,Bxb4, Nc3,Bxc3, Qc2,Bxf3, Qxc3,Qg5, b4,Qg4  {White resigns} 0-1
273893875, Kc4,Kf5, Kxc5,e3, g4+,hxg4, h5,gxh5, Kd4,e2, Kc3,e1=Q+, Kd3,Qe4+  {White resigns} 0-1
273893219, Na4,Ne4, Bxe4,dxe4, Bxb4,Bxb4, Nc3,Bxc3, Qc2,Bxf3, Qxc3,Qg5, b4,Qg4  {White resigns} 0-1
273892465, Nd5,Nxd5, Qxd5,c6, Qd4,Nf3+, Bxf3,Bxd4, Rad1,Be5, Bh6,Rfd8, b3,Bf6  {White resigns} 0-1
273891863, Re4,b3, Rexc4,Rxc4, Rxc4,Rb8, Re4,b2, Re1,b1=Q, Rxb1,Rxb1, h4,h5  {White resigns} 0-1
273882981, a5,b5, Rd1,Rxg7, Kf4,Rf7+, Kg3,Nf6, Kf4,Nd5+, Ke5,Nxc3, Rc1,Re7+  {White resigns} 0-1
273881469, Kf2,f4, Kg2,h3+, Kh2,f3, Kh1,f2, Kh2,Kf4, Kxh3,f1=Q+, Kh2,Qf2+  {White resigns} 0-1
273880232, c4,Rd2, c5,Rxa2, Kg1,Rdd2, c6,bxc6, Qc3,Qg4, Qe3,Ra3, Qxd2,Nh3#  {White checkmated} 0-1
273876598, Kd6,Rc6+, Kd7,Ra6, a8=Q,Rxa8, Kd6,Qc4, Kd7,Ra6, Kd8,Qf7, Kc8,Ra8#  {White checkmated} 0-1
273876101, d4,Qc4+, Ka3,Nd6, b3,Nb5+, Qxb5,Qxb5, b4,Qc4, Bd2,Re2, Rd1,Qd3  {White resigns} 0-1
273875753, Kc4,c6, a4,Kf6, a5,bxa5, Kc3,Kg5, b4,axb4+, Kxb4,Kxh5, Kc4,Kg4  {White resigns} 0-1
273875170, a4,b4, Na2,Ba6, Qd2,Ng4, dxe5,Ndxe5, Nxd6,Bxg5, Nxe8,Nf3+, gxf3,Qxh2#  {White checkmated} 0-1
273873331, f3,O-O, h4,Qb7, g4,Ra8, g5,Nh5, Bxd7,Qxd7, a3,Qa4, Be5,Rc8  {White resigns} 0-1
273871451, Qxb6,Qxh4, Nh5,Qxh5, Bh6,Rxh6, Qxh6,Qxh6, Re1,Rh8, Kf1,Qh3+, Ke2,Qg4+  {White resigns} 0-1
